virus_taxid	virus_name	virus_lineage	short_name	name_taxid	host_name	host_lineage
1752027	Pseudomonas phage phiR18	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kochitakasuvirus; Kochitakasuvirus R18	phiR18	phiR18_taxid_1752027	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
1852644	Pseudomonas phage phiYY	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Vidaverviricetes; Mindivirales; Cystoviridae; Cystovirus; Cystovirus phiYY	phiYY	phiYY_taxid_1852644	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2812899	Pseudomonas phage PhL_UNISO_PA-DSM_ph0031	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	PhL_UNISO_PA-DSM_ph0031	PhL_UNISO_PA-DSM_ph0031_taxid_2812899	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2812900	Pseudomonas phage PhL_UNISO_PA-DSM_ph0034	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	PhL_UNISO_PA-DSM_ph0034	PhL_UNISO_PA-DSM_ph0034_taxid_2812900	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2812901	Pseudomonas phage PhL_UNISO_PA-DSM_ph0041x	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	PhL_UNISO_PA-DSM_ph0041x	PhL_UNISO_PA-DSM_ph0041x_taxid_2812901	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2726969	Pseudomonas phage PHW2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pbunavirus LS1	PHW2	PHW2_taxid_2726969	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2762289	Pseudomonas phage PlaquesPlease	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; unclassified Studiervirinae	PlaquesPlease	PlaquesPlease_taxid_2762289	['Pseudomonas putida']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas putida group']
2059855	Pseudomonas phage PMBT14	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Knuthellervirus; Knuthellervirus PMBT14	PMBT14	PMBT14_taxid_2059855	['Pseudomonas fluorescens']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas fluorescens group']
2059856	Pseudomonas phage PMBT3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Maxrubnervirus; Maxrubnervirus PMBT3	PMBT3	PMBT3_taxid_2059856	['Pseudomonas grimontii']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
3058839	Pseudomonas phage PMBT54	Viruses; Monodnaviria; Loebvirae; Hofneiviricota; Faserviricetes; Tubulavirales; Inoviridae; unclassified Inoviridae	PMBT54	PMBT54_taxid_3058839	['Pseudomonas lactis', 'Pseudomonas carnis']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas', 'Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2992927	Pseudomonas phage PMG1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Detrevirus; Detrevirus PMG1	PMG1	PMG1_taxid_2992927	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2782564	Pseudomonas phage PN09	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Otagovirus; unclassified Otagovirus	PN09	PN09_taxid_2782564	['Pseudomonas syringae pv. actinidiae']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1']
2975222	Pseudomonas phage PNM	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; unclassified Phikmvvirus	PNM	PNM_taxid_2975222	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2079290	Pseudomonas phage PollyC	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Pollyceevirus; Pollyceevirus pollyC	PollyC	PollyC_taxid_2079290	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
1718594	Pseudomonas phage POR1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	POR1	POR1_taxid_1718594	['Pseudomonas oryzihabitans']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas putida group']
1701865	Pseudomonas phage Poseidon	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pbunavirus PB1	Poseidon	Poseidon_taxid_1701865	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
3035940	Pseudomonas phage PotUPM1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	PotUPM1	PotUPM1_taxid_3035940	['Pseudomonas otitidis']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
12023	Pseudomonas phage PP7	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Norzivirales; Fiersviridae; Pepevirus; Pepevirus rubrum	PP7	PP7_taxid_12023	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2873345	Pseudomonas phage PP9W	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	PP9W	PP9W_taxid_2873345	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2914450	Pseudomonas phage PP9W2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	PP9W2	PP9W2_taxid_2914450	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
3003808	Pseudomonas phage pPA-3099-2aT.2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	pPA-3099-2aT.2	pPA-3099-2aT.2_taxid_3003808	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
3003809	Pseudomonas phage pPA-3099-2aT.3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Queuovirinae; Nipunavirus; unclassified Nipunavirus	pPA-3099-2aT.3	pPA-3099-2aT.3_taxid_3003809	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
3003587	Pseudomonas phage pPA-N1803-4At.2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Phikzvirus; unclassified Phikzvirus	pPA-N1803-4At.2	pPA-N1803-4At.2_taxid_3003587	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2871158	Pseudomonas phage PPAT	Viruses; unclassified bacterial viruses	PPAT	PPAT_taxid_2871158	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2820398	Pseudomonas phage pPa_SNUABM_DT01	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	pPa_SNUABM_DT01	pPa_SNUABM_DT01_taxid_2820398	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2875712	Pseudomonas phage pphageB21	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; unclassified Krylovirinae	p	p_taxid_2875712	['Pseudomonas savastanoi pv. phaseolicola']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 2']
2875718	Pseudomonas phage pphageBV72	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; unclassified Krylovirinae	p	p_taxid_2875718	['Pseudomonas savastanoi pv. phaseolicola']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 2']
2875713	Pseudomonas phage pphageT12	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; unclassified Krylovirinae	p	p_taxid_2875713	['Pseudomonas savastanoi pv. phaseolicola']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 2']
2875714	Pseudomonas phage pphageT21	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; unclassified Krylovirinae	p	p_taxid_2875714	['Pseudomonas savastanoi pv. phaseolicola']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 2']
1755692	Pseudomonas phage PPPL-1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Ghunavirus; Ghunavirus PPPL1	PPPL-1	PPPL-1_taxid_1755692	['Pseudomonas syringae pv. actinidiae']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1']
1279082	Pseudomonas phage PPpW-3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Harrisonburgvirus; unclassified Harrisonburgvirus	PPpW-3	PPpW-3_taxid_1279082	['Pseudomonas plecoglossicida']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas putida group']
1279083	Pseudomonas phage PPpW-4	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Phutvirus; Phutvirus PPpW4	PPpW-4	PPpW-4_taxid_1279083	['Pseudomonas plecoglossicida']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas putida group']
2041350	Pseudomonas phage PPSC2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Otagovirus; unclassified Otagovirus	PPSC2	PPSC2_taxid_2041350	['Pseudomonas fluorescens']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas fluorescens group']
12024	Pseudomonas phage PRR1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Norzivirales; Fiersviridae; Perrunavirus; Perrunavirus olsenii	PRR1	PRR1_taxid_12024	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
1573458	Pseudomonas phage PS-1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	PS-1	PS-1_taxid_1573458	['Pseudomonas sp. 1-1-1b']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2301638	Pseudomonas phage Ps56	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	Ps56	Ps56_taxid_2301638	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2301639	Pseudomonas phage Ps59	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	Ps59	Ps59_taxid_2301639	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2301640	Pseudomonas phage Ps60	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Beetrevirus; unclassified Beetrevirus	Ps60	Ps60_taxid_2301640	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2833427	Pseudomonas phage PSA04	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	PSA04	PSA04_taxid_2833427	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2833428	Pseudomonas phage PSA07_PB1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pbunavirus PB1	PSA07_PB1	PSA07_PB1_taxid_2833428	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2833429	Pseudomonas phage PSA09	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	PSA09	PSA09_taxid_2833429	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2833430	Pseudomonas phage PSA11	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Zobellviridae; Paundecimvirus; Paundecimvirus PA11	PSA11	PSA11_taxid_2833430	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2833431	Pseudomonas phage PSA13	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	PSA13	PSA13_taxid_2833431	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2833432	Pseudomonas phage PSA16	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	PSA16	PSA16_taxid_2833432	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2833438	Pseudomonas phage PSA20	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mesyanzhinovviridae; Rabinowitzvirinae; Yuavirus; unclassified Yuavirus	PSA20	PSA20_taxid_2833438	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2530023	Pseudomonas phage Psa21	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	Psa21	Psa21_taxid_2530023	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2833439	Pseudomonas phage PSA25	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	PSA25	PSA25_taxid_2833439	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2833440	Pseudomonas phage PSA28	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	PSA28	PSA28_taxid_2833440	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2833441	Pseudomonas phage PSA31	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	PSA31	PSA31_taxid_2833441	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2833442	Pseudomonas phage PSA34	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	PSA34	PSA34_taxid_2833442	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2833443	Pseudomonas phage PSA37	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	PSA37	PSA37_taxid_2833443	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2833444	Pseudomonas phage PSA39	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Mesyanzhinovviridae; Rabinowitzvirinae; Yuavirus; unclassified Yuavirus	PSA39	PSA39_taxid_2833444	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2833445	Pseudomonas phage PSA40	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	PSA40	PSA40_taxid_2833445	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
3038281	Pseudomonas phage PSA6	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Pifdecavirus; unclassified Pifdecavirus	PSA6	PSA6_taxid_3038281	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2859562	Pseudomonas phage psageB2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	psageB2	psageB2_taxid_2859562	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2859563	Pseudomonas phage psageK4	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Otagovirus; Otagovirus Psa374	psageK4	psageK4_taxid_2859563	['Pseudomonas savastanoi pv. phaseolicola', 'Pseudomonas syringae pv. actinidiae']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 2', 'Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1']
2875723	Pseudomonas phage psageK4e	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Otagovirus; unclassified Otagovirus	psageK4e	psageK4e_taxid_2875723	['Pseudomonas syringae pv. actinidiae']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1']
2875722	Pseudomonas phage psageK9	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	psageK9	psageK9_taxid_2875722	['Pseudomonas syringae', 'Pseudomonas syringae pv. actinidiae']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1', 'Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1']
2994964	Pseudomonas phage PseuPha1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	PseuPha1	PseuPha1_taxid_2994964	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
3043421	Pseudomonas phage PseuP_222	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	PseuP_222	PseuP_222_taxid_3043421	['Pseudomonas protegens']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas chlororaphis group']
2996096	Pseudomonas phage PseuP_224	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	PseuP_224	PseuP_224_taxid_2996096	['Pseudomonas protegens']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas chlororaphis group']
2053693	Pseudomonas phage Psp6	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	Psp6	Psp6_taxid_2053693	['Pseudomonas putida']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas putida group']
1983555	Pseudomonas phage PspYZU01	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casjensviridae; Phobosvirus; Phobosvirus PspYZU01	PspYZU01	PspYZU01_taxid_1983555	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
1983556	Pseudomonas phage PspYZU05	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Jiangsuvirus; Jiangsuvirus pspyzu05	PspYZU05	PspYZU05_taxid_1983556	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
1983557	Pseudomonas phage PspYZU08	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Pijolavirus; Pijolavirus PspYZU08	PspYZU08	PspYZU08_taxid_1983557	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2895571	Pseudomonas phage Pst_GIL1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Ghunavirus; unclassified Ghunavirus	Pst_GIL1	Pst_GIL1_taxid_2895571	['Pseudomonas syringae']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1']
2895572	Pseudomonas phage Pst_GM1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Ghunavirus; unclassified Ghunavirus	Pst_GM1	Pst_GM1_taxid_2895572	['Pseudomonas syringae']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1']
3003632	Pseudomonas phage PSV3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Septimatrevirus; unclassified Septimatrevirus	PSV3	PSV3_taxid_3003632	['Pseudomonas syringae']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1']
2982902	Pseudomonas phage PSV6	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Pifdecavirus; unclassified Pifdecavirus	PSV6	PSV6_taxid_2982902	['Pseudomonas syringae']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1']
3053861	Pseudomonas phage PT07	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	PT07	PT07_taxid_3053861	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
496396	Pseudomonas phage PT2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus PT2	PT2	PT2_taxid_496396	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
476523	Pseudomonas phage PT5	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus PT5	PT5	PT5_taxid_476523	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
3073018	Pseudomonas phage PWJ	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus	PWJ	PWJ_taxid_3073018	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2873458	Pseudomonas phage QAC	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Ghunavirus; Ghunavirus 17A	QAC	QAC_taxid_2873458	['Pseudomonas syringae pv. tomato']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group']
